SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,-1.2002122764736234,1,1,0,0,0,0,0,0,1,0.39886734049864436,-0.9101307799058809,True,True,False,False,False,False,True,False
0,1,0,-0.10115743583158582,1,0,0,0,0,0,0,0,0,-1.5025489958460367,-0.7224557074487222,False,False,True,False,False,False,False,False
0,1,0,-0.30468611002455576,1,0,0,0,0,0,0,0,1,-1.4842980536996218,-0.7874142452193074,False,False,True,True,False,False,False,False
0,1,1,0.7943687306174818,1,1,0,0,0,0,0,0,0,-1.3399496930870676,-0.4260041717765417,True,False,True,False,True,False,False,True
1,0,0,0.5501343215859179,1,1,1,1,1,0,1,1,1,1.495583045842304,1.1299053802647643,False,True,False,True,False,False,True,False
0,0,0,-0.9559778674420595,1,0,0,0,0,0,0,0,1,0.18483356441796028,-0.7478990819928615,True,True,False,False,False,False,True,False
0,1,0,-0.5489205190561197,1,1,0,0,0,0,1,0,1,0.7273842991341125,-0.3235501346777512,False,True,False,False,False,False,True,False
0,0,0,-0.8338606629262776,1,0,0,1,0,0,0,0,1,-0.5153389433808665,-0.7418620431665989,False,False,False,False,False,False,True,False
1,1,0,0.5094285867473239,1,1,0,1,1,1,1,0,1,1.1206091435614158,0.9766743584199908,True,True,False,True,False,False,False,False
0,1,1,0.14307697319997809,1,1,1,0,1,0,1,1,1,1.313073624378155,0.6074929695426906,False,True,False,False,False,True,False,False
0,0,0,0.22448844287716607,1,1,0,1,1,0,0,1,1,1.0011484313303363,0.6102370781000828,True,True,False,False,False,True,False,False
0,1,1,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5174815848749215,-1.0019815815389084,True,False,True,False,False,False,False,True
0,1,0,-0.9152721326034655,1,1,0,0,1,0,1,1,1,1.113972437326356,-0.5547796981578369,True,True,False,False,False,False,True,False
0,1,1,-0.7931549280876836,1,0,0,0,0,0,0,0,0,-0.6679831867872458,-0.7648906021802332,True,False,False,False,False,False,False,False
0,0,0,-0.5896262538947137,1,1,0,0,1,1,1,1,1,0.5664441729339085,-0.38455715612569175,True,False,False,True,False,True,False,False
0,1,0,0.18378270803857208,0,0,1,0,0,1,1,0,0,-0.6480730680820658,-0.31094918818220685,False,False,False,False,True,False,True,False
0,0,1,-1.1188008067964355,1,0,0,0,0,0,0,0,0,-1.4793205240233267,-0.9568464839869235,True,False,True,False,False,True,False,False
0,0,0,-0.8745663977648716,1,0,0,1,0,0,0,0,0,0.33250027814804467,-0.6523601984586991,True,True,False,False,False,False,True,False
0,0,1,1.2828375486806096,1,0,0,1,0,1,1,1,1,1.135541732590301,1.6990993536732577,True,True,False,False,False,True,False,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,1,0,-0.3112602266527725,-0.986021846169116,True,False,False,False,False,False,False,True
1,1,0,0.18378270803857208,1,1,0,0,0,0,1,1,1,0.9148712502745568,0.5146103830920838,True,True,False,False,False,False,True,False
0,1,1,0.631545791263106,1,1,1,1,0,0,1,1,1,1.3379612727596297,1.1837777194634853,False,True,False,False,False,True,False,False
1,1,0,-0.5082147842175256,1,1,0,0,0,0,1,1,1,0.9828974891839214,-0.17635615165924032,True,True,False,False,False,False,True,False
0,0,0,-0.2639803751859618,1,1,1,1,0,0,1,0,1,0.15165003324266044,-0.2200862656298405,False,False,False,False,False,False,False,False
0,0,0,-0.10115743583158582,1,0,0,0,0,0,0,0,0,-1.5108448786398618,-0.7564167949550065,False,False,True,False,True,True,False,False
0,0,0,1.4863662228735797,1,1,1,1,0,1,0,0,1,0.06537285218688103,0.999549247354411,False,False,False,False,True,False,False,True
0,1,1,1.2421318138420157,1,1,1,1,1,1,1,1,1,0.8120023036311275,1.4472779995785017,True,False,False,False,True,True,False,False
0,1,0,-1.1188008067964355,1,0,0,0,0,0,0,0,0,-1.5125040551986266,-0.9550683016417334,True,False,True,False,False,False,False,True
0,1,0,0.26519417771576004,1,0,0,0,0,0,0,0,1,-1.4760021709057967,-0.6635561613728587,True,False,True,False,True,False,False,False
0,0,1,-1.1595065416350294,1,1,0,1,0,0,1,1,1,1.2201597370873154,-0.850353119091652,True,True,False,False,False,False,True,False
0,1,0,1.1200146093262338,1,1,0,0,1,0,1,1,0,1.2019087949409006,1.65352519875209,True,True,False,False,True,True,False,False
0,1,1,-0.5489205190561197,1,1,0,0,1,1,1,1,0,1.273253386967795,-0.1267207160731325,True,True,False,False,False,False,True,False
0,1,0,-0.8745663977648716,1,1,0,1,0,0,1,1,1,1.2301147964399053,-0.507537125233775,False,True,False,False,False,False,True,False
1,0,0,-0.06045170099299184,1,1,0,1,0,0,1,1,1,1.1620885575305409,0.38871068247893553,False,True,False,False,False,False,True,False
0,0,0,-0.10115743583158582,1,0,1,1,1,0,0,0,1,0.642766294637098,0.060273817461792896,True,True,False,False,False,True,False,False
0,0,0,0.8350744654560759,1,1,0,0,0,0,0,0,0,-1.3382905165283026,-0.4488571078425029,True,False,True,False,True,False,False,True
0,0,0,-1.1188008067964355,1,0,0,1,0,1,0,1,1,0.8103431270723621,-0.8076986956755495,False,True,False,False,False,False,True,False
1,0,0,0.7536629957788878,1,1,0,1,0,0,0,0,1,0.4868036981131887,0.7347098422633872,True,True,False,True,False,False,False,False
0,1,0,1.5677776925507676,1,1,1,1,1,1,1,1,0,0.8086839505135972,1.7945723786020427,False,False,False,False,True,True,False,False
0,0,1,1.1607203441648277,1,1,0,0,0,0,0,0,1,-1.3250171040581826,-0.35254987391227066,False,False,True,False,True,True,False,False
1,0,0,-0.9966836022806536,1,0,0,1,0,0,0,0,1,0.31756768911915967,-0.7441012357494309,True,True,False,False,False,False,True,False
0,1,0,-0.9152721326034655,1,0,1,0,0,1,0,0,1,-0.3311703453579522,-0.7606536985676199,True,False,False,False,False,True,False,False
0,1,0,-0.8338606629262776,0,0,0,0,1,0,1,1,1,-0.5004063543519814,-0.7394472276360938,False,False,False,False,False,False,False,False
0,1,0,1.3642490183577978,1,1,0,0,0,1,0,1,0,-0.03583691789778363,0.8619925735894614,True,False,False,False,False,False,True,False
0,0,0,-0.3453918448631497,1,0,1,1,0,1,0,0,0,-0.14866092389380306,-0.377839578377196,True,False,False,False,False,False,False,False
0,1,1,-1.1595065416350294,1,0,0,1,0,1,0,0,0,-0.2797358720362375,-0.9071890955323566,False,False,False,False,False,False,False,True
0,0,0,-1.1595065416350294,1,1,0,1,0,0,0,1,1,0.7970697146022425,-0.8544583054935105,False,True,False,False,False,False,True,False
0,0,1,0.1023712383613841,1,0,1,1,0,0,0,0,0,-0.30960105009400735,-0.12507425093869728,False,False,False,True,False,True,False,False
1,0,0,0.5094285867473239,1,0,1,1,0,1,0,0,1,0.689223238282518,0.6483911634820622,False,True,False,False,False,False,False,False
0,0,0,1.3235432835192036,1,1,1,0,1,1,1,1,1,1.495583045842304,2.1238654054890915,True,True,False,True,False,True,False,False
0,1,1,-0.7524491932490895,1,0,0,0,0,0,0,1,1,0.5299422886410788,-0.5042661478333637,False,True,False,False,False,False,False,False
0,1,1,1.1607203441648277,0,0,1,1,0,1,0,1,1,-0.4722003528529765,0.34572696603594605,False,False,False,True,False,False,False,False
0,1,1,1.4456604880349857,1,0,1,0,1,0,0,0,0,0.5116913464946635,1.3495877349353438,True,True,False,False,True,True,False,False
0,1,1,-0.38609757970174374,1,0,1,1,0,1,0,0,1,-0.2382564580671127,-0.4471667369711494,False,False,False,True,False,False,False,True
0,0,0,0.9164859351332638,1,0,0,1,1,0,0,0,1,0.5515115839050234,0.9695177233023122,False,True,False,False,False,False,True,False
0,1,1,1.4863662228735797,1,1,0,0,0,0,0,0,0,-1.3432680462045974,-0.25602311129744704,True,False,True,False,True,False,False,False
0,1,0,-1.0373893371192475,1,0,1,0,1,1,1,1,0,0.5415565245524336,-0.7557143031643142,False,False,False,False,False,False,False,False
0,1,1,1.6084834273893616,1,1,1,0,0,0,0,0,0,0.4685527559667738,1.5056945825482642,False,True,False,False,True,False,False,False
0,1,1,1.1607203441648277,1,0,1,0,0,0,0,0,1,-0.5053838840282764,0.2898130100705252,False,False,False,True,False,False,False,False
1,1,0,1.2828375486806096,1,0,1,0,1,0,0,0,0,0.5100321699358986,1.1926466783209764,True,True,False,True,False,True,False,False
1,1,0,-0.019745966154397852,1,1,0,0,0,0,1,1,1,0.9380997220972668,0.2764656660473701,False,True,False,False,False,False,True,False
0,0,0,-1.2816237461508113,1,1,0,0,1,0,0,0,1,0.4851445215544238,-0.9754844693087305,False,True,False,False,False,False,False,True
0,0,0,-1.2002122764736234,1,0,1,0,0,1,0,0,1,0.5763992322864984,-0.9162775830744391,True,True,False,False,False,False,False,True
0,0,1,-1.2002122764736234,1,0,0,0,0,0,0,0,0,-1.4842980536996218,-0.9881951801465707,True,False,True,False,False,False,False,False
0,1,0,1.6084834273893616,1,1,1,0,1,1,1,1,1,0.6460846477546283,1.6662798153268483,False,False,False,False,True,True,False,False
0,0,1,-0.2639803751859618,0,0,0,0,1,0,0,0,1,-1.1657361544167435,-0.6650928621649983,False,False,False,False,False,False,False,True
0,0,0,0.26519417771576004,1,0,1,0,1,0,1,1,1,1.1786803231181906,0.6587529173947746,True,True,False,False,True,False,True,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5058673489635668,-1.0018279114596944,False,False,True,False,False,False,False,True
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.5075265255223318,-1.0018498643281535,False,False,True,False,False,False,False,True
0,1,1,0.9571916699718578,1,0,0,0,0,0,1,1,0,0.7954105380434776,1.1708255270725947,False,True,False,True,False,False,False,False
1,1,0,0.428017117070136,1,1,0,0,1,1,1,1,1,1.4142833944628193,0.9802307231103707,False,True,False,True,False,False,True,False
0,0,1,-1.2816237461508113,1,1,0,0,0,0,0,0,0,-1.3117436915880627,-0.9992594258499754,False,False,True,False,False,False,False,True
0,0,0,-0.1418631706701798,1,1,0,1,1,0,0,1,0,0.1981069768880804,-0.14783937553082196,True,False,False,True,False,True,False,False
0,0,0,-1.2409180113122174,1,1,0,1,0,0,0,0,1,0.5664441729339085,-0.9293395398076254,True,True,False,False,False,False,True,False
0,0,0,1.4456604880349857,1,0,0,1,1,0,0,0,0,0.4868036981131887,1.3874783858958137,True,True,False,True,False,True,False,False
0,1,1,1.4049547531963917,1,1,0,1,0,0,0,1,1,0.8169798333074222,1.7877450365112515,True,True,False,False,False,False,False,False
0,1,1,-0.5489205190561197,1,1,0,0,0,0,0,0,1,-1.3283354571757127,-0.8050643514604532,False,False,True,False,True,False,False,False
0,1,1,1.3642490183577978,0,0,0,1,1,0,1,1,1,-0.2714399892424126,0.6177888648500258,True,False,False,False,True,True,False,False
0,1,0,-1.1595065416350294,0,0,1,0,0,0,0,0,1,-1.1906238027982183,-0.9535096479811348,False,False,False,False,False,False,True,False
0,1,1,-0.9559778674420595,1,0,0,0,0,0,0,0,0,-1.4992306427285067,-0.9179240482088743,False,False,True,False,True,False,False,True
1,1,0,0.8350744654560759,1,1,0,1,1,0,1,1,1,1.2915043291142099,1.3980377156246584,True,True,False,False,False,False,True,False
0,0,0,-0.38609757970174374,1,0,0,0,0,0,0,0,1,-1.5075265255223318,-0.8039667080374964,False,False,True,False,False,False,False,True
0,1,0,0.7129572609402939,1,1,1,1,0,1,1,1,0,1.4474669256381192,1.4530076982463365,False,True,False,True,False,False,True,False
0,0,0,-1.2409180113122174,1,0,0,1,0,0,0,0,0,0.33250027814804467,-0.9437845272537373,True,True,False,False,False,False,True,False
0,1,0,1.0793088744876398,1,0,0,0,0,0,0,0,0,-1.4793205240233267,-0.45412579627269567,False,False,True,True,False,False,False,True
0,1,1,1.2421318138420157,1,1,1,1,1,0,1,1,0,0.6162194696968583,1.3758653184809306,True,False,False,False,True,True,False,False
0,1,0,-0.30468611002455576,1,0,1,1,0,1,0,1,1,0.2030845065643751,-0.20355575568011058,False,False,False,False,False,False,False,True
0,0,0,-0.7524491932490895,1,1,0,0,1,0,0,0,1,0.5150096996121938,-0.5397419832633283,False,True,False,False,False,False,True,False
0,1,0,1.3235432835192036,1,1,1,1,1,0,0,0,0,0.07035038186317573,0.8817282023342251,True,False,False,True,False,True,False,False
1,1,0,1.4863662228735797,0,0,1,1,0,0,1,1,0,-0.2780766954774726,0.7250286272729081,True,False,False,False,True,True,False,False
0,1,1,-0.4675090493789317,1,0,0,1,0,0,0,0,1,0.3026351000902746,-0.32297936009781364,False,True,False,False,False,False,False,False
0,1,1,0.428017117070136,1,1,1,0,1,1,0,0,1,0.873391836305432,0.7518769853984322,True,True,False,True,False,True,False,False
1,1,0,1.5677776925507676,1,1,1,1,1,1,0,0,1,0.8982794846869069,1.8808691045149086,True,True,False,True,False,False,True,False
0,0,1,-0.5489205190561197,0,0,0,0,0,0,0,0,1,-1.3134028681468275,-0.7618611063328724,True,False,False,False,False,True,False,False
0,0,0,0.30589991255435406,1,0,0,0,0,0,0,0,0,-1.5025489958460367,-0.6458841022632538,False,False,True,False,True,True,False,False
0,0,0,-0.9559778674420595,1,1,0,0,0,0,0,1,1,0.6095827634617982,-0.6577166983627284,False,True,False,False,False,False,True,False
0,0,0,1.0386031396490458,1,1,0,1,1,0,1,1,1,1.27159421040903,1.631682094635249,True,True,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4942531130522119,-1.0016742413804804,False,False,True,False,False,False,False,False
0,1,1,0.590840056424512,1,1,1,1,1,1,1,1,1,1.6100662283970886,1.3244077948127144,True,True,False,True,False,False,False,False
0,1,0,1.0386031396490458,1,1,1,0,1,1,1,1,1,0.642766294637098,1.1481701668227657,False,False,False,False,True,False,True,False
0,0,0,0.30589991255435406,1,1,0,1,1,0,1,1,1,1.2516840917038503,0.7933020481808226,True,True,False,False,False,False,False,True
0,0,0,0.346605647392948,1,1,0,0,1,1,0,1,1,0.12178485518489039,0.2527785209799618,False,False,False,True,False,False,True,False
0,1,0,1.4049547531963917,1,0,1,1,0,0,1,1,1,1.1936129121470758,1.9458276422854937,True,True,False,True,False,True,False,False
1,0,0,0.06166550352279012,1,0,0,1,1,0,1,1,1,1.1587702044130104,0.457423160756033,True,True,False,True,False,False,True,False
0,0,0,-1.2002122764736234,1,0,0,0,0,0,0,0,1,-1.5207999379924515,-0.9871194895920729,True,False,True,False,False,False,False,True
1,1,0,1.1200146093262338,1,1,1,1,1,1,1,1,1,1.696343409452868,2.0304559501954653,False,True,False,False,True,False,False,False
1,0,0,-0.9966836022806536,1,0,0,0,1,0,1,1,1,0.9015978378044367,-0.6899215563922817,False,True,False,False,False,False,True,False
0,1,1,-0.7117434584104956,1,1,0,0,0,0,0,0,1,0.33084110158927976,-0.5242652109996371,True,True,False,False,False,False,False,False
0,0,0,1.4456604880349857,1,1,1,1,1,0,0,1,1,1.233433149557435,2.128563319339347,True,True,False,False,True,False,False,False
1,1,0,1.5677776925507676,1,1,0,0,0,0,0,0,0,-1.3100845150292975,-0.22465246226934082,True,False,True,False,True,True,False,False
0,0,0,1.0386031396490458,1,1,1,0,0,0,0,0,1,0.4934404043482487,0.9771353686576328,False,True,False,False,False,False,False,False
1,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.5174815848749215,-0.9940785488936194,True,False,True,False,False,False,True,False
0,1,1,-0.7524491932490895,1,0,0,1,0,1,0,1,1,0.8202981864249524,-0.4798765109752629,False,True,False,False,False,True,False,False
0,1,0,1.5677776925507676,1,0,0,0,0,0,0,0,1,-1.461069581876912,-0.3548110193635617,False,False,True,False,True,False,False,False
0,0,0,-0.7524491932490895,1,1,0,1,0,0,1,1,1,1.1819986762357204,-0.38890382408060087,True,True,False,False,False,False,True,False
0,0,0,-1.0780950719578415,0,0,1,1,0,1,0,1,0,-0.46390447005915153,-0.8753574362666086,False,False,False,False,False,True,False,False
0,1,1,-0.7117434584104956,1,0,0,1,1,1,0,1,1,0.15165003324266044,-0.5400054176848379,True,False,False,False,False,False,False,True
0,1,1,0.9978974048104517,1,0,0,1,1,0,1,1,1,1.0824480827098208,1.4474316696577159,True,True,False,True,False,True,False,False
0,0,0,1.3642490183577978,1,0,1,1,1,0,0,0,1,-0.1254324520710933,0.7534795447959489,False,False,False,False,True,False,False,False
1,1,0,1.4863662228735797,1,1,0,1,0,0,1,0,1,0.8302532457775423,1.686783794467682,True,True,False,False,False,False,True,False
0,1,0,1.4456604880349857,1,0,1,0,0,1,0,0,0,-0.29964599074141746,0.6794325194832814,False,False,False,True,False,False,False,False
1,0,1,0.9571916699718578,1,0,1,0,0,0,1,1,0,0.9911933719777464,1.3009182255614382,True,True,False,True,False,True,False,False
1,0,0,0.1023712383613841,1,1,0,0,1,0,1,1,1,1.1322233794727707,0.4805395312435039,True,True,False,False,False,False,True,False
0,1,1,0.428017117070136,1,0,0,0,0,0,1,0,0,-0.29135010794759253,0.08692459977118484,False,False,False,False,False,False,True,False
0,1,0,-0.06045170099299184,1,0,0,0,1,1,0,1,1,0.04878108659923111,-0.12360340875193516,True,False,False,False,False,True,False,False
0,1,1,0.020959768684196134,1,0,1,1,1,0,0,0,1,-0.21502798624440272,-0.15187870332730302,False,False,False,True,False,False,False,True
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.14667250356636527,-0.9799628544743945,True,True,False,False,False,False,True,False
0,0,0,0.46872285190873,1,0,0,0,1,1,1,1,0,1.1670660872068355,0.9119353493339971,True,True,False,False,True,False,False,False
0,1,1,0.9978974048104517,1,0,1,1,0,0,0,0,0,-0.38094564212090193,0.3300306650876634,False,False,False,True,False,False,True,False
0,0,1,1.5270719577121736,1,1,1,1,0,1,0,0,0,0.0006649663950462456,0.9879581328079869,True,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.472683817788267,-1.0013888540905116,True,False,True,False,False,True,False,False
0,1,1,0.9164859351332638,1,0,0,0,1,1,0,0,1,-0.3212152860053623,0.3594036030859882,True,False,False,False,True,True,False,False
1,1,0,-0.1418631706701798,1,1,0,0,0,0,1,1,1,0.9795791360663916,0.15469310470453945,True,True,False,False,False,False,True,False
0,0,0,0.020959768684196134,1,1,1,1,0,0,0,0,1,-0.13372833486491825,-0.1174346527149178,False,False,False,False,False,False,False,True
1,1,0,-1.1595065416350294,1,1,0,0,0,0,0,0,0,0.33250027814804467,-0.8748744731605075,True,True,False,False,False,False,True,False
0,0,0,1.5270719577121736,0,0,0,0,0,1,0,1,1,-0.82560495986992,0.21883938634213654,True,False,False,False,True,False,False,True
0,0,0,0.1023712383613841,1,1,0,0,0,0,0,0,1,-1.3051069853530026,-0.6147110290512798,True,False,True,False,False,False,True,False
0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,1,-0.6331404790531808,-0.9640470248415204,False,False,False,False,False,False,False,True
1,1,0,-0.9152721326034655,1,1,0,0,1,0,0,1,1,0.8252757161012472,-0.6089813303834452,True,True,False,False,False,False,True,False
0,1,1,-1.2816237461508113,1,0,0,1,0,0,0,0,0,0.32088604223668943,-0.9776578032861851,True,True,False,False,False,True,False,False
0,0,0,-0.06045170099299184,1,0,0,0,0,0,0,0,0,-1.477661347464562,-0.742981639458015,True,False,True,False,True,False,False,False
1,0,0,-0.10115743583158582,1,1,1,0,0,0,0,1,1,0.8485041879239571,0.12931558876577748,True,True,False,False,False,True,False,False
1,1,1,1.1200146093262338,1,1,1,1,0,0,0,1,1,0.9397588986560317,1.5249472481869273,True,True,False,False,False,False,True,False
0,1,1,1.6084834273893616,1,1,1,0,1,1,0,0,0,0.06371367562811567,1.0789747254395674,False,False,False,False,True,False,False,False
0,0,0,-1.1595065416350294,1,0,0,0,0,0,0,0,1,-1.4677062881119718,-0.9736404283581631,True,False,True,False,False,True,False,False
0,1,1,-1.1595065416350294,1,0,0,0,0,0,0,0,1,0.15330920980142534,-0.8853240385470565,True,True,False,False,False,False,False,True
0,0,0,-0.30468611002455576,1,0,0,1,1,0,1,1,1,1.1471559685016557,0.02973737743513402,False,True,False,False,False,False,True,False
0,1,0,1.5270719577121736,1,1,1,0,0,1,1,1,1,0.39886734049864436,1.312114188475598,True,False,False,False,True,True,False,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.4760021709057967,-1.00143275982743,True,False,True,False,False,False,False,True
0,0,0,-0.5489205190561197,1,0,0,0,0,0,0,0,0,-1.4942531130522119,-0.8490359469841038,False,False,True,False,False,False,False,True
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5075265255223318,-1.0018498643281535,False,False,True,False,False,False,False,True
0,1,1,-0.8338606629262776,1,0,0,0,0,0,0,0,0,-1.480979700582092,-0.9118431036456935,False,False,True,False,True,False,False,False
0,0,0,1.6084834273893616,1,0,0,0,0,0,0,0,0,-1.5141632317573919,-0.3892331171074879,True,False,True,False,True,False,False,False
0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.480979700582092,-0.9923223194168884,False,False,True,False,False,False,False,True
0,1,1,0.06166550352279012,1,0,0,1,1,0,1,0,1,0.8269348926600121,0.3470441381434942,True,True,False,False,False,False,True,False
0,0,0,0.18378270803857208,0,0,1,1,0,1,0,0,1,-0.8090131942822701,-0.3997485410994144,True,False,False,False,True,False,False,True
1,1,1,1.0386031396490458,1,1,1,1,0,1,0,0,1,0.8269348926600121,1.2400868270611707,True,True,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-0.6430955384057709,-0.9904124198609433,True,False,False,False,False,False,False,True
1,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.20972121279943517,-0.9791286454729472,False,True,False,False,False,False,True,False
0,0,0,-1.2816237461508113,1,1,0,0,0,0,0,0,1,-0.4804962356468015,-0.9882610387519482,True,False,False,False,False,False,True,False
0,1,0,1.6084834273893616,1,1,1,1,1,1,0,0,0,0.10685226615600583,1.1008836881617856,True,False,False,False,True,False,False,True
1,1,1,-0.8338606629262776,0,0,0,0,0,1,0,0,1,-1.1823279200043932,-0.8541509653350826,False,False,False,False,False,False,False,True
0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.5075265255223318,-0.9965592230295016,False,False,True,False,False,False,False,True
0,1,0,0.590840056424512,1,0,0,0,0,0,0,0,0,-1.5025489958460367,-0.6057981644568704,False,False,True,False,True,False,False,False
0,1,1,-1.0780950719578415,1,0,0,0,0,0,0,0,1,-0.6746198930223056,-0.8959053211443604,True,False,False,False,False,False,False,False
0,0,0,1.1200146093262338,0,0,1,0,1,0,1,1,0,-0.37596811244460704,0.41083917388574526,False,False,False,False,True,False,True,False
1,0,0,-1.2409180113122174,1,0,0,1,0,0,1,0,1,0.6261745290494481,-0.9385377916920037,False,True,False,False,False,False,False,False
0,1,0,0.7536629957788878,1,0,1,1,1,1,1,1,1,0.6278337056082129,0.8806525117797275,True,False,False,False,True,True,False,False
